"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Germany (DE)","15.04.2023 09:30 - 15.04.2023 09:45 (CET/CEST)","4592","9475","n/e","3786","2163","363","n/e","n/e","25","384","1201","1381","37","n/e","2579","260","143","8540","653","4683","9707"
"Germany (DE)","15.04.2023 09:45 - 15.04.2023 10:00 (CET/CEST)","4584","9043","n/e","3646","2134","363","n/e","n/e","25","595","1326","1380","44","n/e","2579","260","143","9303","663","4553","9838"
"Germany (DE)","15.04.2023 10:00 - 15.04.2023 10:15 (CET/CEST)","4554","8808","n/e","3332","2169","363","n/e","n/e","24","995","83","1378","43","n/e","2580","260","143","10024","657","4395","9953"
"Germany (DE)","15.04.2023 10:15 - 15.04.2023 10:30 (CET/CEST)","4561","8536","n/e","3259","2093","364","n/e","n/e","24","846","658","1373","37","n/e","2579","260","143","10637","662","4493","10214"
"Germany (DE)","15.04.2023 10:30 - 15.04.2023 10:45 (CET/CEST)","4567","8232","n/e","3524","2054","364","n/e","n/e","24","477","1251","1377","28","n/e","2578","260","143","11063","671","4815","10341"
"Germany (DE)","15.04.2023 10:45 - 15.04.2023 11:00 (CET/CEST)","4558","7999","n/e","3444","2043","363","n/e","n/e","24","230","1400","1374","26","n/e","2578","260","143","11443","674","5093","10453"
"Germany (DE)","15.04.2023 11:00 - 15.04.2023 11:15 (CET/CEST)","4521","7835","n/e","3439","2042","362","n/e","n/e","24","171","1266","1371","26","n/e","2578","260","143","11676","675","5449","10626"
"Germany (DE)","15.04.2023 11:15 - 15.04.2023 11:30 (CET/CEST)","4515","7694","n/e","3422","2038","357","n/e","n/e","24","109","2149","1371","29","n/e","2579","260","143","11791","674","5615","10849"
"Germany (DE)","15.04.2023 11:30 - 15.04.2023 11:45 (CET/CEST)","4512","7547","n/e","3357","2048","362","n/e","n/e","24","124","2551","1368","29","n/e","2576","260","143","11874","673","5690","10970"
"Germany (DE)","15.04.2023 11:45 - 15.04.2023 12:00 (CET/CEST)","4511","7199","n/e","3321","2063","364","n/e","n/e","24","224","2700","1363","33","n/e","2575","260","143","11883","674","5679","10971"
"Germany (DE)","15.04.2023 12:00 - 15.04.2023 12:15 (CET/CEST)","4446","6829","n/e","3158","2118","362","n/e","n/e","24","123","2350","1362","29","n/e","2576","260","143","11842","668","5729","11106"
"Germany (DE)","15.04.2023 12:15 - 15.04.2023 12:30 (CET/CEST)","4437","6714","n/e","3113","2104","364","n/e","n/e","24","34","2650","1359","40","n/e","2576","260","143","11785","670","5758","11216"
"Germany (DE)","15.04.2023 12:30 - 15.04.2023 12:45 (CET/CEST)","4439","6690","n/e","3120","2094","365","n/e","n/e","24","0","3194","1355","40","n/e","2576","260","143","11735","663","5558","11411"
"Germany (DE)","15.04.2023 12:45 - 15.04.2023 13:00 (CET/CEST)","4442","6837","n/e","3093","2091","363","n/e","n/e","24","0","3977","1357","39","n/e","2577","260","143","11601","667","5439","11480"
"Germany (DE)","15.04.2023 13:00 - 15.04.2023 13:15 (CET/CEST)","4418","7131","n/e","3264","2051","363","n/e","n/e","24","0","4398","1355","39","n/e","2562","260","143","11314","669","5384","11598"
"Germany (DE)","15.04.2023 13:15 - 15.04.2023 13:30 (CET/CEST)","4407","7204","n/e","3289","2054","365","n/e","n/e","24","0","5709","1352","39","n/e","2537","260","143","11099","664","5336","11834"
"Germany (DE)","15.04.2023 13:30 - 15.04.2023 13:45 (CET/CEST)","4417","7151","n/e","3280","2052","365","n/e","n/e","24","0","6360","1356","41","n/e","2538","260","143","10829","652","5263","12120"
"Germany (DE)","15.04.2023 13:45 - 15.04.2023 14:00 (CET/CEST)","4425","7137","n/e","3211","2031","365","n/e","n/e","24","0","6754","1360","40","n/e","2538","260","143","10503","654","5169","12300"
"Germany (DE)","15.04.2023 14:00 - 15.04.2023 14:15 (CET/CEST)","4432","7135","n/e","3200","2105","365","n/e","n/e","24","0","6507","1366","41","n/e","2534","260","143","10080","660","5076","12520"
"Germany (DE)","15.04.2023 14:15 - 15.04.2023 14:30 (CET/CEST)","4428","7211","n/e","3191","2076","365","n/e","n/e","24","0","6250","1366","40","n/e","2530","260","143","9555","660","4984","12641"
"Germany (DE)","15.04.2023 14:30 - 15.04.2023 14:45 (CET/CEST)","4422","7297","n/e","3267","2078","365","n/e","n/e","24","7","6759","1363","43","n/e","2525","260","143","9172","663","4987","12755"
"Germany (DE)","15.04.2023 14:45 - 15.04.2023 15:00 (CET/CEST)","4427","7376","n/e","3268","2075","365","n/e","n/e","24","56","6833","1357","56","n/e","2521","260","143","8690","661","4967","12800"
"Germany (DE)","15.04.2023 15:00 - 15.04.2023 15:15 (CET/CEST)","4422","7565","n/e","3206","2096","365","n/e","n/e","24","227","6465","1353","45","n/e","2521","251","138","8176","665","5022","12962"
"Germany (DE)","15.04.2023 15:15 - 15.04.2023 15:30 (CET/CEST)","4431","7788","n/e","3283","2102","365","n/e","n/e","25","197","6400","1352","41","n/e","2521","244","135","7700","674","4975","13096"
"Germany (DE)","15.04.2023 15:30 - 15.04.2023 15:45 (CET/CEST)","4429","7945","n/e","3275","2110","365","n/e","n/e","25","235","5572","1349","44","n/e","2522","244","135","7282","676","4993","13086"
"Germany (DE)","15.04.2023 15:45 - 15.04.2023 16:00 (CET/CEST)","4441","8019","n/e","3252","2119","365","n/e","n/e","25","233","5061","1348","42","n/e","2522","239","133","6710","673","5085","13108"
"Germany (DE)","15.04.2023 16:00 - 15.04.2023 16:15 (CET/CEST)","4468","8199","n/e","3125","2158","365","n/e","n/e","25","27","4766","1352","45","n/e","2522","219","124","6191","661","5145","13038"
"Germany (DE)","15.04.2023 16:15 - 15.04.2023 16:30 (CET/CEST)","4482","8441","n/e","3095","2153","365","n/e","n/e","25","0","4739","1352","46","n/e","2522","217","123","5653","659","5101","12991"
"Germany (DE)","15.04.2023 16:30 - 15.04.2023 16:45 (CET/CEST)","4482","8497","n/e","3180","2140","365","n/e","n/e","26","14","4038","1351","55","n/e","2518","217","123","5203","676","5037","12955"
"Germany (DE)","15.04.2023 16:45 - 15.04.2023 17:00 (CET/CEST)","4481","8602","n/e","3238","2150","365","n/e","n/e","24","7","3425","1351","56","n/e","2515","217","123","4696","671","4972","13013"
"Germany (DE)","15.04.2023 17:00 - 15.04.2023 17:15 (CET/CEST)","4511","8756","n/e","3385","2219","365","n/e","n/e","24","0","4545","1352","39","n/e","2512","217","123","4187","660","4932","12937"
"Germany (DE)","15.04.2023 17:15 - 15.04.2023 17:30 (CET/CEST)","4533","8940","n/e","3454","2257","365","n/e","n/e","24","0","3954","1352","56","n/e","2513","217","123","3692","668","4811","12922"
"Germany (DE)","15.04.2023 17:30 - 15.04.2023 17:45 (CET/CEST)","4553","9179","n/e","3500","2287","365","n/e","n/e","24","127","2972","1347","45","n/e","2512","217","123","3178","663","4653","13028"
"Germany (DE)","15.04.2023 17:45 - 15.04.2023 18:00 (CET/CEST)","4571","9545","n/e","3688","2378","365","n/e","n/e","26","91","2375","1343","60","n/e","2509","227","127","2735","664","4483","13041"
"Germany (DE)","15.04.2023 18:00 - 15.04.2023 18:15 (CET/CEST)","4626","9893","n/e","3800","2462","365","n/e","n/e","26","73","1728","1341","43","n/e","2510","236","131","2244","682","4374","13093"
"Germany (DE)","15.04.2023 18:15 - 15.04.2023 18:30 (CET/CEST)","4676","10155","n/e","3889","2541","365","n/e","n/e","27","161","1285","1344","33","n/e","2514","236","131","1807","683","4344","12969"
"Germany (DE)","15.04.2023 18:30 - 15.04.2023 18:45 (CET/CEST)","4711","10150","n/e","4107","2643","365","n/e","n/e","27","563","244","1344","59","n/e","2515","236","132","1390","684","4228","12759"
"Germany (DE)","15.04.2023 18:45 - 15.04.2023 19:00 (CET/CEST)","4728","10223","n/e","4423","2815","365","n/e","n/e","27","1201","38","1344","36","n/e","2516","236","132","1010","683","4085","12564"
"Germany (DE)","15.04.2023 19:00 - 15.04.2023 19:15 (CET/CEST)","4738","10320","n/e","4773","3044","365","n/e","n/e","27","748","49","1343","26","n/e","2519","233","130","693","680","3993","12380"
"Germany (DE)","15.04.2023 19:15 - 15.04.2023 19:30 (CET/CEST)","4763","10387","n/e","4926","3141","365","n/e","n/e","27","1261","65","1344","28","n/e","2524","232","130","414","688","4024","12304"
"Germany (DE)","15.04.2023 19:30 - 15.04.2023 19:45 (CET/CEST)","4770","10360","n/e","5136","3098","365","n/e","n/e","27","2413","47","1342","29","n/e","2453","232","130","203","685","4043","12141"
"Germany (DE)","15.04.2023 19:45 - 15.04.2023 20:00 (CET/CEST)","4786","10389","n/e","5166","3155","365","n/e","n/e","27","3194","36","1343","31","n/e","2306","232","130","77","683","3906","12172"
"Germany (DE)","15.04.2023 20:00 - 15.04.2023 20:15 (CET/CEST)","4769","10397","n/e","5191","3193","365","n/e","n/e","27","4056","19","1347","41","n/e","2156","241","134","21","671","3812","12172"
"Germany (DE)","15.04.2023 20:15 - 15.04.2023 20:30 (CET/CEST)","4779","10399","n/e","5206","3282","365","n/e","n/e","28","3057","24","1345","34","n/e","2006","251","138","4","666","3749","12180"
"Germany (DE)","15.04.2023 20:30 - 15.04.2023 20:45 (CET/CEST)","4781","10408","n/e","5208","3303","365","n/e","n/e","28","1756","67","1348","30","n/e","1853","251","138","1","682","3640","12229"
"Germany (DE)","15.04.2023 20:45 - 15.04.2023 21:00 (CET/CEST)","4770","10404","n/e","5178","3328","365","n/e","n/e","27","1405","295","1350","26","n/e","1719","250","138","0","684","3575","12163"
"Germany (DE)","15.04.2023 21:00 - 15.04.2023 21:15 (CET/CEST)","4731","10458","n/e","5105","3359","365","n/e","n/e","27","2327","281","1347","30","n/e","1702","235","131","0","684","3511","12023"
"Germany (DE)","15.04.2023 21:15 - 15.04.2023 21:30 (CET/CEST)","4721","10376","n/e","5039","3344","365","n/e","n/e","28","1480","491","1349","26","n/e","1701","232","130","0","685","3426","11950"
"Germany (DE)","15.04.2023 21:30 - 15.04.2023 21:45 (CET/CEST)","4703","10385","n/e","4937","3239","365","n/e","n/e","28","415","731","1352","27","n/e","1700","232","130","0","687","3370","11624"
"Germany (DE)","15.04.2023 21:45 - 15.04.2023 22:00 (CET/CEST)","4702","10383","n/e","4979","3101","365","n/e","n/e","28","453","859","1354","26","n/e","1566","233","130","0","692","3229","11418"
"Germany (DE)","15.04.2023 22:00 - 15.04.2023 22:15 (CET/CEST)","4663","10441","n/e","5095","3079","365","n/e","n/e","28","947","198","1353","44","n/e","1544","229","128","0","695","3117","11159"
"Germany (DE)","15.04.2023 22:15 - 15.04.2023 22:30 (CET/CEST)","4646","10369","n/e","4977","3082","365","n/e","n/e","28","634","341","1350","27","n/e","1479","211","120","0","692","2899","10956"
"Germany (DE)","15.04.2023 22:30 - 15.04.2023 22:45 (CET/CEST)","4649","10410","n/e","4971","3057","365","n/e","n/e","28","763","106","1351","28","n/e","1137","210","119","0","696","2827","10771"
"Germany (DE)","15.04.2023 22:45 - 15.04.2023 23:00 (CET/CEST)","4643","10380","n/e","4945","3058","365","n/e","n/e","28","641","133","1352","27","n/e","837","210","119","0","701","2877","10612"
"Germany (DE)","15.04.2023 23:00 - 15.04.2023 23:15 (CET/CEST)","4601","10316","n/e","4679","2937","365","n/e","n/e","28","1181","64","1365","39","n/e","573","210","119","0","677","2913","10310"
"Germany (DE)","15.04.2023 23:15 - 15.04.2023 23:30 (CET/CEST)","4594","10235","n/e","4628","2865","365","n/e","n/e","28","949","178","1353","29","n/e","348","210","119","0","684","2704","10023"
"Germany (DE)","15.04.2023 23:30 - 15.04.2023 23:45 (CET/CEST)","4575","10275","n/e","4627","2839","365","n/e","n/e","29","827","176","1352","32","n/e","115","210","119","0","680","2408","9743"
"Germany (DE)","15.04.2023 23:45 - 16.04.2023 00:00 (CET/CEST)","4564","10236","n/e","4621","2753","365","n/e","n/e","29","500","370","1347","27","n/e","51","210","119","0","685","2121","9663"
"Germany (DE)","16.04.2023 00:00 - 16.04.2023 00:15 (CET/CEST)","4483","10005","n/e","4201","2762","365","n/e","n/e","29","869","51","1338","51","n/e","N/A","206","116","0","665","2048","9415"
"Germany (DE)","16.04.2023 00:15 - 16.04.2023 00:30 (CET/CEST)","4473","9950","n/e","3917","2673","365","n/e","n/e","29","887","30","1341","38","n/e","N/A","206","116","0","677","2008","9239"
"Germany (DE)","16.04.2023 00:30 - 16.04.2023 00:45 (CET/CEST)","4473","9912","n/e","3930","2559","365","n/e","n/e","29","714","27","1346","30","n/e","N/A","205","116","0","680","1849","9123"
"Germany (DE)","16.04.2023 00:45 - 16.04.2023 01:00 (CET/CEST)","4467","9737","n/e","3884","2422","365","n/e","n/e","29","517","93","1349","29","n/e","N/A","206","116","0","679","1756","8940"
"Germany (DE)","16.04.2023 01:00 - 16.04.2023 01:15 (CET/CEST)","4431","9550","n/e","3850","2326","365","n/e","n/e","29","750","78","1349","33","n/e","N/A","206","116","0","674","1666","8776"
"Germany (DE)","16.04.2023 01:15 - 16.04.2023 01:30 (CET/CEST)","4431","9274","n/e","3892","2323","365","n/e","n/e","29","368","88","1354","26","n/e","N/A","200","116","0","681","1557","8710"
"Germany (DE)","16.04.2023 01:30 - 16.04.2023 01:45 (CET/CEST)","4413","9223","n/e","3871","2300","365","n/e","n/e","29","261","93","1354","23","n/e","N/A","200","116","0","681","1434","8636"
"Germany (DE)","16.04.2023 01:45 - 16.04.2023 02:00 (CET/CEST)","4404","9249","n/e","3831","2314","366","n/e","n/e","29","251","329","1359","19","n/e","N/A","200","116","0","682","1377","8627"
"Germany (DE)","16.04.2023 02:00 - 16.04.2023 02:15 (CET/CEST)","4381","9280","n/e","3792","2277","366","n/e","n/e","29","379","113","1361","25","n/e","N/A","200","116","0","680","1341","8553"
"Germany (DE)","16.04.2023 02:15 - 16.04.2023 02:30 (CET/CEST)","4378","9290","n/e","3863","2186","365","n/e","n/e","29","236","194","1359","23","n/e","N/A","200","116","0","675","1248","8506"
"Germany (DE)","16.04.2023 02:30 - 16.04.2023 02:45 (CET/CEST)","4393","9282","n/e","3913","2154","365","n/e","n/e","29","202","243","1360","21","n/e","N/A","200","116","0","671","1172","8413"
"Germany (DE)","16.04.2023 02:45 - 16.04.2023 03:00 (CET/CEST)","4387","9122","n/e","3865","2162","365","n/e","n/e","29","140","318","1358","18","n/e","N/A","200","116","0","670","1124","8396"
"Germany (DE)","16.04.2023 03:00 - 16.04.2023 03:15 (CET/CEST)","4385","8986","n/e","3908","2164","365","n/e","n/e","29","192","151","1352","18","n/e","N/A","200","116","0","669","1190","8388"
"Germany (DE)","16.04.2023 03:15 - 16.04.2023 03:30 (CET/CEST)","4376","8872","n/e","3911","2156","365","n/e","n/e","29","138","221","1343","18","n/e","N/A","200","116","0","671","1289","8410"
"Germany (DE)","16.04.2023 03:30 - 16.04.2023 03:45 (CET/CEST)","4372","8888","n/e","3907","2160","365","n/e","n/e","29","130","199","1341","18","n/e","N/A","200","116","0","673","1309","8420"
"Germany (DE)","16.04.2023 03:45 - 16.04.2023 04:00 (CET/CEST)","4381","8848","n/e","3883","2148","365","n/e","n/e","29","98","286","1342","18","n/e","N/A","200","116","0","684","1237","8403"
"Germany (DE)","16.04.2023 04:00 - 16.04.2023 04:15 (CET/CEST)","4375","8846","n/e","3898","2135","365","n/e","n/e","29","70","1514","1340","19","n/e","N/A","200","116","0","677","1119","8371"
"Germany (DE)","16.04.2023 04:15 - 16.04.2023 04:30 (CET/CEST)","4355","8813","n/e","3922","2137","365","n/e","n/e","29","83","1977","1340","22","n/e","N/A","200","116","0","678","1057","8338"
"Germany (DE)","16.04.2023 04:30 - 16.04.2023 04:45 (CET/CEST)","4350","8840","n/e","3907","2150","365","n/e","n/e","29","192","1042","1339","27","n/e","N/A","200","116","0","680","1033","8315"
"Germany (DE)","16.04.2023 04:45 - 16.04.2023 05:00 (CET/CEST)","4350","8829","n/e","3852","2153","365","n/e","n/e","29","136","895","1342","27","n/e","N/A","201","117","0","678","925","8204"
"Germany (DE)","16.04.2023 05:00 - 16.04.2023 05:15 (CET/CEST)","4363","8833","n/e","3996","2186","365","n/e","n/e","28","100","1525","1344","21","n/e","N/A","212","122","0","682","873","8166"
"Germany (DE)","16.04.2023 05:15 - 16.04.2023 05:30 (CET/CEST)","4369","8860","n/e","4012","2196","365","n/e","n/e","28","109","768","1346","22","n/e","N/A","213","122","0","686","809","8142"
"Germany (DE)","16.04.2023 05:30 - 16.04.2023 05:45 (CET/CEST)","4371","8878","n/e","4068","2202","365","n/e","n/e","28","82","602","1347","23","n/e","N/A","213","122","0","682","838","8153"
"Germany (DE)","16.04.2023 05:45 - 16.04.2023 06:00 (CET/CEST)","4376","8770","n/e","4080","2221","365","n/e","n/e","28","84","646","1348","19","n/e","N/A","213","122","1","684","867","8092"
"Germany (DE)","16.04.2023 06:00 - 16.04.2023 06:15 (CET/CEST)","4405","8878","n/e","4080","2223","365","n/e","n/e","28","81","944","1342","28","n/e","N/A","213","122","5","673","870","8140"
"Germany (DE)","16.04.2023 06:15 - 16.04.2023 06:30 (CET/CEST)","4407","8845","n/e","4100","2224","365","n/e","n/e","27","66","564","1339","39","n/e","N/A","213","122","29","665","870","8067"
"Germany (DE)","16.04.2023 06:30 - 16.04.2023 06:45 (CET/CEST)","4391","8926","n/e","4111","2233","365","n/e","n/e","28","59","319","1332","34","n/e","N/A","213","122","98","661","871","7881"
"Germany (DE)","16.04.2023 06:45 - 16.04.2023 07:00 (CET/CEST)","4383","8989","n/e","4129","2234","365","n/e","n/e","28","55","433","1329","36","n/e","N/A","213","122","225","671","944","7777"
"Germany (DE)","16.04.2023 07:00 - 16.04.2023 07:15 (CET/CEST)","4387","9247","n/e","4091","2265","365","n/e","n/e","28","48","1070","1325","33","n/e","N/A","213","122","414","680","1079","7627"
"Germany (DE)","16.04.2023 07:15 - 16.04.2023 07:30 (CET/CEST)","4371","9310","n/e","4134","2356","365","n/e","n/e","28","45","1034","1320","33","n/e","N/A","213","122","706","676","1164","7556"
"Germany (DE)","16.04.2023 07:30 - 16.04.2023 07:45 (CET/CEST)","4372","9322","n/e","4149","2442","365","n/e","n/e","28","48","874","1320","37","n/e","N/A","213","122","1076","673","1143","7451"
"Germany (DE)","16.04.2023 07:45 - 16.04.2023 08:00 (CET/CEST)","4387","9387","n/e","4179","2530","365","n/e","n/e","28","96","577","1320","49","n/e","N/A","213","122","1536","674","1168","7182"
"Germany (DE)","16.04.2023 08:00 - 16.04.2023 08:15 (CET/CEST)","4400","9511","n/e","4208","2678","365","n/e","n/e","28","268","318","1326","32","n/e","N/A","213","122","2020","665","1116","6877"
"Germany (DE)","16.04.2023 08:15 - 16.04.2023 08:30 (CET/CEST)","4423","9676","n/e","4210","2795","365","n/e","n/e","28","297","144","1333","36","n/e","N/A","213","122","2486","669","1070","6637"
"Germany (DE)","16.04.2023 08:30 - 16.04.2023 08:45 (CET/CEST)","4441","9895","n/e","4187","2931","365","n/e","n/e","28","265","104","1338","40","n/e","N/A","213","122","2978","664","1023","6400"
"Germany (DE)","16.04.2023 08:45 - 16.04.2023 09:00 (CET/CEST)","4454","10029","n/e","4290","3011","365","n/e","n/e","28","447","110","1344","35","n/e","N/A","213","122","3517","662","943","6092"
"Germany (DE)","16.04.2023 09:00 - 16.04.2023 09:15 (CET/CEST)","4452","10188","n/e","4561","3073","365","n/e","n/e","28","776","29","1344","50","n/e","N/A","213","122","4053","668","907","5861"
"Germany (DE)","16.04.2023 09:15 - 16.04.2023 09:30 (CET/CEST)","4452","10287","n/e","4524","3070","365","n/e","n/e","28","637","53","1347","40","n/e","N/A","213","122","4629","667","934","5654"
"Germany (DE)","16.04.2023 09:30 - 16.04.2023 09:45 (CET/CEST)","4465","10434","n/e","4313","3053","365","n/e","n/e","28","678","22","1352","37","n/e","N/A","213","122","5301","671","946","5527"
"Germany (DE)","16.04.2023 09:45 - 16.04.2023 10:00 (CET/CEST)","4470","10469","n/e","4173","2991","365","n/e","n/e","28","567","87","1353","35","n/e","N/A","221","126","6022","680","942","5379"
